নাম/পদবী,সম্ভাব্য ধর্ম
বংকেশ্বর,হিন্দু
তফাজুল,মুসলমান
ইসতানুর,মুসলমান-দুর্বল
খমিরন,মুসলমান
বালাই,হিন্দু
খিজয়,হিন্দু
হলশ্বরী,হিন্দু
রাতিবালা,হিন্দু
ভিরানী,হিন্দু
অংকুল,আদিবাসী
শিবদাস,হিন্দু
সুদ্ধিনাথ,হিন্দু
চেংঙ্গ,আদিবাসী
জয়নথ,হিন্দু
দেব্বা,হিন্দু
কলিরানী,হিন্দু
শাহেবানু,মুসলমান
দ্বীপস্বরী,হিন্দু
টংগো,আদিবাসী
জহিরুন,মুসলমান
সফিরুল,মুসলমান-দুর্বল
ফারাজুল,মুসলমান
তহবালা,হিন্দু
তকশ্বরী,হিন্দু
কলবালা,হিন্দু
দেবচরন,হিন্দু
ছাবেরুল,মুসলমান-দুর্বল
শনকুল,খ্রিস্টান
সনজাবতী,হিন্দু
আকরুল,মুসলমান-দুর্বল
হামদুল,মুসলমান-দুর্বল
অলেন্দ্র,হিন্দু
প্রশঞ্জিত,হিন্দু
বগোবালা,হিন্দু
মিঠনশ্বরী,হিন্দু
ইন্দ্রমোহন,হিন্দু
লায়লাতুন,মুসলমান
পচেন্দ্র,হিন্দু
অংগারী,আদিবাসী
বকশিদুল,মুসলমান-দুর্বল
দেবিকা,হিন্দু
জবাইদুর,মুসলমান
বাচারানী,হিন্দু
মাহাতুন,মুসলমান
উলমতি,হিন্দু
রশীদুল,মুসলমান-দুর্বল
পয়মালশ্বরী,হিন্দু
নমবালা,হিন্দু
কলশ্বরী,হিন্দু
কলিবালা,হিন্দু
হালোশ্বরী,হিন্দু
চক্রপর্তী,হিন্দু
ভুজেন্দ্র,হিন্দু
জীতেন্দ্র,হিন্দু
শহদেব,হিন্দু
দেবেশ,হিন্দু
মুহাদেব,হিন্দু
তিঙ্গ্যা,আদিবাসী
ডোলবালা,হিন্দু
জয়কিস্ট,হিন্দু
সন্তোরা,হিন্দু
শুশিবালা,হিন্দু
আলনশ্বরী,হিন্দু
সযবালা,হিন্দু
নেনবালা,হিন্দু
সুরুদেবী,হিন্দু
মনেশ্বর,হিন্দু
কালেশ্বর,হিন্দু
সরনোবালা,হিন্দু
ইন্দ্রিরা,হিন্দু
সেংগল,আদিবাসী
পুরঞ্জয়,হিন্দু
শ্রীরাম,হিন্দু
কুলেশ্বর,হিন্দু
অশ্ববালা,হিন্দু
আলেকশ্বর,হিন্দু
মোক্তাজুল,মুসলমান
পৈক্ষনাথ,হিন্দু
নৈয্যবালা,হিন্দু
মাতোবালা,হিন্দু
শনিবুল্লা,মুসলমান
দেবীবালা,হিন্দু
জাম্বুরাম,হিন্দু
সজবালা,হিন্দু
মেমবালা,হিন্দু
প্রেমেশ্বর,হিন্দু
ভোকশ্বরী,হিন্দু
ডোলগোবিন্দ,হিন্দু
মেঘশ্বরী,হিন্দু
এনতাজুল,মুসলমান
নয়শ্বরী,হিন্দু
মাঘীশ্বরী,হিন্দু
বালামনি,হিন্দু
সহশীল,হিন্দু
গবেন্দ্র,হিন্দু
ইনতাজুল,মুসলমান
লংকে,আদিবাসী
মনশ্বরি,হিন্দু
সোনাশ্বরী,হিন্দু
ধনশ্বরি,হিন্দু
আয়াবালা,হিন্দু
চন্দ্ররায়,হিন্দু
ধনোশ্বরী,হিন্দু
রোঘুনাথ,হিন্দু
খকেন্দ্র,হিন্দু
অসন,হিন্দু
ধনেস্বরী,হিন্দু
রুনিবালা,হিন্দু
এন্তাজুল,মুসলমান
অশবালা,হিন্দু
পবোশ্বরী,হিন্দু
নয়নশ্বরী,হিন্দু
ফুরশ্বরী,হিন্দু
কেকশ্বরী,হিন্দু
দলিন্দ্র,হিন্দু
দ্বিজেন্দ্র,হিন্দু
রাতিশ্বরী,হিন্দু
অলশ্বরী,হিন্দু
জয়েন্তি,হিন্দু
বেংশ্বরী,হিন্দু
কলেশ্বর,হিন্দু
মুশারুল,মুসলমান-দুর্বল
আলাবদীন,মুসলমান
আমেনাখাতুন,মুসলমান
চিরুবালা,হিন্দু
ক্যারক্যাটা,আদিবাসী
শুধুশ্বরী,হিন্দু
তিরেন্দ্র,হিন্দু
ধর্মদেব,হিন্দু
রতনশ্বরী,হিন্দু
দিনবালা,হিন্দু
মানিকশ্বরী,হিন্দু
নজবালা,হিন্দু
তুফানশ্বরী,হিন্দু
শিবেন্দ্র,হিন্দু
ক্ষিরনারায়ন,হিন্দু
শুকিবালা,হিন্দু
কাসন্তী,হিন্দু
আজিরুল,মুসলমান-দুর্বল
সাঈদুর,মুসলমান
ইন্দ্রাজিত,হিন্দু
পয়শ্বরী,হিন্দু
শৈলেশ্বর,হিন্দু
মচেন,আদিবাসী
সবিদুর,মুসলমান
অবাইদুল,মুসলমান
দেবশর্ম্ম,হিন্দু
গলশ্বরী,হিন্দু
মুশের্দুল,মুসলমান-দুর্বল
আসিনাথ,হিন্দু
মেলাইস্বরী,হিন্দু
সুরুদাস,হিন্দু
মুন্নিয়ারা,মুসলমান-দুর্বল
দেবশম্মা,হিন্দু
চন্দ্রশিন,হিন্দু
জামেরুল,মুসলমান-দুর্বল
মহেশস্বর,হিন্দু
ফরাদুল,মুসলমান-দুর্বল
শসিবালা,হিন্দু
দীজেন্দ্রনাথ,হিন্দু
দীনবন্ধু,হিন্দু
ডালমিয়া,মুসলমান-দুর্বল
হেম্মরং,আদিবাসী
তীগ্যা,আদিবাসী
ফুলদেবী,হিন্দু
খঞ্জনা,হিন্দু
বুদ্ধদেব,হিন্দু
রহেতুন,মুসলমান
কোরানী,হিন্দু
আবিদুর,মুসলমান
অবিদাশ,হিন্দু
আবিদাস,হিন্দু
নুরমিনা,মুসলমান-দুর্বল
মোহাইমেনুল,মুসলমান
ছব্বুর,মুসলমান-দুর্বল
জশোবালা,হিন্দু
শেফাউল,মুসলমান-দুর্বল
আহেনুর,মুসলমান-দুর্বল
অনুবালা,হিন্দু
জোবেদুর,মুসলমান
উলোমনি,হিন্দু
লোমানুর,মুসলমান-দুর্বল
ধন্নজয়,হিন্দু
ইন্দ্রদেও,হিন্দু
সিংহাসন,হিন্দু
ফলোবালা,হিন্দু
শাফিউন্নেছা,মুসলমান
হাকিমুদ্দী,মুসলমান
অর্পণারানী,হিন্দু
প্যানেশ্বরী,হিন্দু
নারায়ান,হিন্দু
সেতোআরা,মুসলমান
ফজরুল,মুসলমান-দুর্বল
জাদুমিয়া,মুসলমান-দুর্বল
খতিবুর,মুসলমান-দুর্বল
জিয়ানুর,মুসলমান-দুর্বল
ফিরাজুল,মুসলমান
মোনাবুর,মুসলমান-দুর্বল
নুরফা,মুসলমান-দুর্বল
নুরজোন,মুসলমান-দুর্বল
জেন্নাতুন্নেছা,মুসলমান
নবীজননেছা,মুসলমান
হালিবুর,মুসলমান-দুর্বল
প্রিনাথ,হিন্দু
সন্তেশ,হিন্দু
মোকতাদুল,মুসলমান-দুর্বল
হলদীশ্বরী,হিন্দু
নুরুফা,মুসলমান
হরনারায়ন,হিন্দু
তাহাবুর,মুসলমান-দুর্বল
শুধারানী,হিন্দু
জাহেনুর,মুসলমান-দুর্বল
মাহফুজাররহমান,মুসলমান
আহিনুর,মুসলমান-দুর্বল
মোনাবেরুল,মুসলমান-দুর্বল
মির্জাহান,মুসলমান
মামিনুর,মুসলমান-দুর্বল
অলোবালা,হিন্দু
লক্ষেশ্বর,হিন্দু
জুগেন্দ্র,হিন্দু
ঈশ্বরজিৎ,হিন্দু
বেগমজন,মুসলমান
নেছাবন,মুসলমান
ঝুনুয়ারা,মুসলমান-দুর্বল
আনিছূর,মুসলমান
ফিরোজজামান,মুসলমান
রজিউল,মুসলমান-দুর্বল
তিগগ্যা,আদিবাসী
তির্গ্যা,আদিবাসী
হ্যামবালা,হিন্দু
অগলশ্বরী,হিন্দু
মনুরুজামান,মুসলমান
তুলোবালা,হিন্দু
শরুবালা,হিন্দু
জয়কান্ত,হিন্দু
জয়রানী,হিন্দু
কৌশলারানী,হিন্দু
ফজিদুল,মুসলমান-দুর্বল
সন্তেবালা,হিন্দু
আতিনুর,মুসলমান-দুর্বল
আঞ্জুআরা,মুসলমান
করুবালা,হিন্দু
সেফাউল,মুসলমান-দুর্বল
ময়নুলইসলাম,মুসলমান
পাটশ্বরী,হিন্দু
মোখছেদুল,মুসলমান
কাসুবালা,হিন্দু
মংঙ্গলী,আদিবাসী
মিরুল,মুসলমান-দুর্বল
নিলশ্বরী,হিন্দু
জহিমন,মুসলমান
ফজলার,মুসলমান
ছবিউল,মুসলমান-দুর্বল
খাতিনুর,মুসলমান-দুর্বল
আরফাউল,মুসলমান-দুর্বল
পাখিজুল,মুসলমান
মোহাম্মাদুল,মুসলমান
অমোবালা,হিন্দু
সউরোবালা,হিন্দু
আহিদুল,মুসলমান
ফরিদাবেগম,মুসলমান
কোহিদুল,মুসলমান
চঁাদমিয়া,মুসলমান-দুর্বল
চিরোবালা,হিন্দু
তমিনুর,মুসলমান-দুর্বল
শোদাশিব,হিন্দু
নিলবালা,হিন্দু
ছচিন্দ্র,হিন্দু
ধনোবালা,হিন্দু
শেফাজুল,মুসলমান
এজিদুল,মুসলমান-দুর্বল
হালিনুর,মুসলমান-দুর্বল
শিতবালা,হিন্দু
হরিশ্চন্দ্র,হিন্দু
খাদিজাতুন,মুসলমান
দীনশ্বরী,হিন্দু
ছুরাতেন্নেছা,মুসলমান
কাছুবালা,হিন্দু
জালাশ্বরী,হিন্দু
কলিংগো,আদিবাসী
সুমোবালা,হিন্দু
বুদেশ্বরী,হিন্দু
অসবালা,হিন্দু
সনদীপ,হিন্দু
কাতেশ্বরী,হিন্দু
রাহিনুর,মুসলমান-দুর্বল
আকিরুল,মুসলমান-দুর্বল
নবীউল,মুসলমান-দুর্বল
রমিজুল,মুসলমান
ধিরেন্দ্র,হিন্দু
সাহাতুন,মুসলমান
একাবালা,হিন্দু
জলেবালা,হিন্দু
খছিরন,মুসলমান
মাছিদুল,মুসলমান-দুর্বল
জামিয়াল,মুসলমান-দুর্বল
শৈলোবালা,হিন্দু
প্রানশ্বরী,হিন্দু
শ্বরবালা,হিন্দু
কেমশ্বরী,হিন্দু
শেম্পোনাথ,হিন্দু
হেমচন্দ্র,হিন্দু
জীরোবালা,হিন্দু
আনজারুল,মুসলমান-দুর্বল
অন্যস্বরী,হিন্দু
ধর্মবালা,হিন্দু
কুন্তিবালা,হিন্দু
কামিজুল,মুসলমান
পশুনাথ,হিন্দু
স্বরদ্বীনি,হিন্দু
আসন,হিন্দু
দিনোনাথ,হিন্দু
ছেমিয়া,মুসলমান-দুর্বল
দীনোনাথ,হিন্দু
চিংকী,আদিবাসী
মোফিজুল,মুসলমান
শাজেদুল,মুসলমান-দুর্বল
গেন্দাসি,হিন্দু
অন্তেশ্বর,হিন্দু
উপবালা,হিন্দু
ভূবেন্দ্র,হিন্দু
স্বাধীনুর,মুসলমান-দুর্বল
মিজুল,মুসলমান
আনিছুল,মুসলমান
কপিনুর,মুসলমান-দুর্বল
অন্নদাস,হিন্দু
আকামিয়া,মুসলমান-দুর্বল
অহিজুল,মুসলমান
আসাদুর,মুসলমান
কবিদুল,মুসলমান-দুর্বল
ছাবেদুল,মুসলমান-দুর্বল
জয়মেনা,হিন্দু
জেয়ারুল,মুসলমান-দুর্বল
আমছারুল,মুসলমান-দুর্বল
রবিদুল,মুসলমান-দুর্বল
নূরজামান,মুসলমান
মোকাখখারুল,মুসলমান-দুর্বল
পেয়ারুল,মুসলমান-দুর্বল
ছাবেয়া,মুসলমান
বসন্তি,হিন্দু
অমরজিৎ,হিন্দু
দেবয়া,হিন্দু
সালমুন্নেসা,মুসলমান
নুররেছা,মুসলমান
শাহজাদা,মুসলমান
রামদাশ,হিন্দু
সিংহানীয়া,হিন্দু
চিনিশ্বরী,হিন্দু
জিতোবালা,হিন্দু
দুরগতি,হিন্দু
ভোকশ্বরি,হিন্দু
ইন্দ্রিয়া,হিন্দু
ধামোরানী,হিন্দু
নিরিবালা,হিন্দু
কুলিনাথ,হিন্দু
মেহেন্দিবালা,হিন্দু
বালাসরী,হিন্দু
কেমপরানী,হিন্দু
চকবালা,হিন্দু
গোবিন্দর,হিন্দু
ধুলাশ্বরী,হিন্দু
দেবারি,হিন্দু
পশিরুল,মুসলমান-দুর্বল
নাফাজুল,মুসলমান
মন্তাজুল,মুসলমান
দেবচরণ,হিন্দু
পদ্যনাথ,হিন্দু
সফিজুল,মুসলমান
ঘনবালা,হিন্দু
দেবশরি,হিন্দু
হরিদাশি,হিন্দু
পবেন্দ্র,হিন্দু
ভোগশ্বরী,হিন্দু
ঙ্গনেবালা,হিন্দু
উল্ফি,মুসলমান-দুর্বল
জয়মতী,হিন্দু
সনবালা,হিন্দু
ডিপেন্দ্র,হিন্দু
মান্ধুবালা,হিন্দু
মংগলি,আদিবাসী
ইনদাজুল,মুসলমান
ছিবালা,হিন্দু
সুমতিবালা,হিন্দু
ডুমনিবালা,হিন্দু
সপিজুল,মুসলমান
কান্দ্রির,হিন্দু
খয়স্বরী,হিন্দু
সাহিরুল,মুসলমান-দুর্বল
সুকুবালা,হিন্দু
জয়গান,হিন্দু
মহিরুল,মুসলমান-দুর্বল
আনতাজুল,মুসলমান
নাজবালা,হিন্দু
সাকেউল,মুসলমান-দুর্বল
তোলোশ্বরী,হিন্দু
কুমোদীনি,হিন্দু
গেরেন্দ্র,হিন্দু
জোবায়দুল,মুসলমান-দুর্বল
আপিনুর,মুসলমান-দুর্বল
আমভোলাদাস,হিন্দু
পেদুদাস,হিন্দু
ভবেশ্বরী,হিন্দু
ঢকেশ্বরী,হিন্দু
অনদেব,হিন্দু
পবনশ্বরী,হিন্দু
দেবকুমার,হিন্দু
মকছুদুল,মুসলমান-দুর্বল
হুজুরুল,মুসলমান-দুর্বল
গপেন্দ্র,হিন্দু
রুপাশ্বরী,হিন্দু
খুকিন্দ্র,হিন্দু
সুপেবালা,হিন্দু
বুধোশ্বরী,হিন্দু
ঠুমোশ্বরী,হিন্দু
কেম্বালা,হিন্দু
ঝাবুরী,মুসলমান-দুর্বল
বিসোবালা,হিন্দু
খচিনন্দ্র,হিন্দু
বোনেছা,মুসলমান
হজেন্দ্র,হিন্দু
ভূপেন্দ্র,হিন্দু
দেবিচরন,হিন্দু
শিতেন্দ্রনাথ,হিন্দু
দিনেবালা,হিন্দু
নমিতারানী,হিন্দু
ফুলেন্দ্র,হিন্দু
একারানী,হিন্দু
শিমাশ্বরী,হিন্দু
নোশোবালা,হিন্দু
বাগামশ্বরী,হিন্দু
আন্ধারীবালা,হিন্দু
নমিদুল,মুসলমান-দুর্বল
আতিবালা,হিন্দু
মায়াদীনি,হিন্দু
ঝরিবালা,হিন্দু
রকেদুল,মুসলমান-দুর্বল
শন্তিবালা,হিন্দু
বনেশ্বরী,হিন্দু
বেলীশ্বরী,হিন্দু
গনবালা,হিন্দু
রুপশ্রী,হিন্দু
যোগ্যেশ্বর,হিন্দু
বাচ্চাইশ্বরী,হিন্দু
কোবায়দুর,মুসলমান
সুধোবালা,হিন্দু
তাহেরুল,মুসলমান-দুর্বল
ধৌলীশ্বরী,হিন্দু
মেনবালা,হিন্দু
আনন্দশীল,হিন্দু
ওবাদুল,মুসলমান-দুর্বল
নতিবালা,হিন্দু
কোনয়ারা,মুসলমান-দুর্বল
জয়বুন,মুসলমান
আশবালা,হিন্দু
চলবালা,হিন্দু
সনেবালা,হিন্দু
আকালিশ্বরী,হিন্দু
ঙ্গয়াশ্বরী,হিন্দু
সন্তোশি,হিন্দু
আদেবালা,হিন্দু
গন্ধেবালা,হিন্দু
জলেশ্বর,হিন্দু
ছোবেয়া,মুসলমান
ক্যাকারু,আদিবাসী
দীনেস,হিন্দু
সাকরুল,মুসলমান-দুর্বল
মঙ্গারুল,মুসলমান-দুর্বল
সচীবালা,হিন্দু
পোসবালা,হিন্দু
মনোয়ারুল,মুসলমান
মনজুল,মুসলমান
নাগেশ্বরী,হিন্দু
হরেশ্বরী,হিন্দু
ভাগ্যপতি,হিন্দু
পতিবালা,হিন্দু
শাবানু,মুসলমান
খেছুয়ারা,মুসলমান-দুর্বল
এজোয়ারা,মুসলমান-দুর্বল
মোস্তাদুল,মুসলমান-দুর্বল
দেলজাহান,মুসলমান
সুবিন্দ্র,হিন্দু
নাইজুল,মুসলমান
সদানন্দ্র,হিন্দু
যোজশশ্বর,হিন্দু
জান্নবী,মুসলমান
মহেদুল,মুসলমান-দুর্বল
কেরনবালা,হিন্দু
পানেশ্বর,হিন্দু
জগোনাথ,হিন্দু
মিতুনজয়,হিন্দু
চিন্তোবালা,হিন্দু
ছাকিমন,মুসলমান
সব্যারানী,হিন্দু
মমিদুল,মুসলমান-দুর্বল
সানুতুল্লা,মুসলমান
লিতুনজেরা,মুসলমান
মানজারুল,মুসলমান-দুর্বল
যশরানী,হিন্দু
ছাইফুন্নেসা,মুসলমান
শীবানী,হিন্দু
নতাংসা,আদিবাসী
ভাগ্যলক্ষী,হিন্দু
বীরেন্দ্রনাথ,হিন্দু
তারানুর,মুসলমান-দুর্বল
দীনোময়ী,হিন্দু
চট্রপাধ্যায়,হিন্দু
ইসিয়াতুন,মুসলমান
নুরজাদী,মুসলমান-দুর্বল
শ্রীতি,হিন্দু
টিগ্য,আদিবাসী
বান্দ্রা,হিন্দু
মোহাব্বর,মুসলমান
দিনাবালা,হিন্দু
ভুবেনেশ্বরী,হিন্দু
জয়দুল,মুসলমান
সন্ত্রীত,হিন্দু
মাহেদুল,মুসলমান-দুর্বল
আরাফাতুল,মুসলমান
জয়চন্দ্র,হিন্দু
সুখবালা,হিন্দু
স্বরজিনী,হিন্দু
অহিবালা,হিন্দু
স্বরোস্বতী,হিন্দু
অজোবালা,হিন্দু
আহাতন্নেছা,মুসলমান
দেবসিংহ,হিন্দু
পরমেশ্বরী,হিন্দু
জিতিয়া,হিন্দু
সেমিয়া,মুসলমান-দুর্বল
জয়পতি,হিন্দু
জিতুন,মুসলমান
সবেন্দ্র,হিন্দু
বিদ্যেশ্বরী,হিন্দু
পুনির্বালা,হিন্দু
এন্দাজুল,মুসলমান
খুরবুরী,মুসলমান-দুর্বল
আছিদুল,মুসলমান-দুর্বল
চরনারায়ন,হিন্দু
নগেন্দ্র,হিন্দু
নুরুবালা,মুসলমান
হরেশ্বর,হিন্দু
সাদেরুল,মুসলমান-দুর্বল
বিন্দাশ্বরী,হিন্দু
কনশ্বরীবালা,হিন্দু
নিড়বালা,হিন্দু
মুনিআরা,মুসলমান
মসিদুল,মুসলমান-দুর্বল
মোতিয়ারা,মুসলমান-দুর্বল
ক্যাশব,আদিবাসী
সেমিয়ারা,মুসলমান-দুর্বল
জেবননেসা,মুসলমান
মেসনারা,মুসলমান
বেলনুর,মুসলমান-দুর্বল
তাসলেনুর,মুসলমান-দুর্বল
ফিনকারাতুন,মুসলমান
পাতোয়ারা,মুসলমান-দুর্বল
রুমিয়ারা,মুসলমান-দুর্বল
সেবারুল,মুসলমান-দুর্বল
বগিয়ারা,মুসলমান-দুর্বল
বেবিয়ারা,মুসলমান-দুর্বল
সিনিয়ারা,মুসলমান-দুর্বল
এসাহাক,মুসলমান
মোসাব্বর,মুসলমান
মাহিদুর,মুসলমান
মোহাম্মুদ,মুসলমান
চিনুরানী,হিন্দু
মতিদাস,হিন্দু
পানজিয়ারা,মুসলমান-দুর্বল
জয়েন্ত্রী,হিন্দু
বিজয়চন্দ্র,হিন্দু
দয়ালচন্দ্র,হিন্দু
মোক্তারী,মুসলমান
মসদুল,মুসলমান-দুর্বল
টুকিয়ারা,মুসলমান-দুর্বল
সেনারুল,মুসলমান-দুর্বল
এসনারা,মুসলমান
শুফিয়ারা,মুসলমান-দুর্বল
অংশমান,আদিবাসী
বেনজিয়ারা,মুসলমান-দুর্বল
সাফিয়ারা,মুসলমান-দুর্বল
লতিয়ারা,মুসলমান-দুর্বল
হাদিসন,খ্রিস্টান
আসনুর,মুসলমান-দুর্বল
পুসন,খ্রিস্টান
জসনারা,মুসলমান
ইসনারা,মুসলমান
মাহারানী,হিন্দু
ফাইনুর,মুসলমান-দুর্বল
তোহিরুল,মুসলমান-দুর্বল
এহেরুল,মুসলমান-দুর্বল
সামীরুল,মুসলমান-দুর্বল
নুরজাবান,মুসলমান-দুর্বল
আলেপনূর,মুসলমান
আলিফনুর,মুসলমান-দুর্বল
সামসুন্নিহার,মুসলমান
নারুল,মুসলমান-দুর্বল
সুভিরানী,হিন্দু
কাচবানু,মুসলমান
সাইরুল,মুসলমান-দুর্বল
হামিশন,খ্রিস্টান
মুসিবুর,মুসলমান-দুর্বল
সেতাবুর,মুসলমান-দুর্বল
তাবজুল,মুসলমান
পুষোবালা,হিন্দু
টিনিবালা,হিন্দু
লক্ষীবালা,হিন্দু
সনঝোমনি,হিন্দু
গনশ্বরী,হিন্দু
দাসমনি,হিন্দু
আলতামুনি,মুসলমান
সনজিমা,মুসলমান
রূপদাসি,হিন্দু
উলোবালা,হিন্দু
আলতামনি,মুসলমান
শুক্রবালা,হিন্দু
রুবদাসী,হিন্দু
ভাদোবালা,হিন্দু
পদ্দোমনি,হিন্দু
পরোবালা,হিন্দু
বানোশ্বরী,হিন্দু
ধমের্ন্দ্র,হিন্দু
লক্ষীনারায়ন,হিন্দু
সাফিনুর,মুসলমান-দুর্বল
মায়াদেবী,হিন্দু
গৌরবালা,হিন্দু
সুমিবালা,হিন্দু
ফলোস্বরী,হিন্দু
গয়ারাম,মুসলমান-দুর্বল
দূর্গী,হিন্দু
রান্দবালা,হিন্দু
জুবরানী,হিন্দু
বিনোস্বরী,হিন্দু
বানশ্রী,হিন্দু
শ্বরসতী,হিন্দু
শীলোমনি,হিন্দু
সিতামুনি,হিন্দু
সুবিনাথ,হিন্দু
মিলিআরা,মুসলমান
রূপবালা,হিন্দু
বিগোদাসী,হিন্দু
মনঞ্জয়,হিন্দু
খুকিদাসী,হিন্দু
কাইদুল,মুসলমান
অভিরঞ্জন,হিন্দু
গনিবালা,হিন্দু
জুলাপী,মুসলমান
আঞ্জনী,হিন্দু
পানুবালা,হিন্দু
সিদাসিনি,হিন্দু
শ্যামাদাসী,হিন্দু
অলেকনুর,মুসলমান-দুর্বল
রাসেনুর,মুসলমান-দুর্বল
কঁাচনুর,মুসলমান-দুর্বল
সুজজাহান,মুসলমান
জয়শন,হিন্দু
সোয়াইবুর,মুসলমান-দুর্বল
মহজুল,মুসলমান
সাদরুল,মুসলমান-দুর্বল
নুরেখা,মুসলমান-দুর্বল
ফুনিয়ারা,মুসলমান-দুর্বল
দুলবাহার,মুসলমান
নুরমহাল,মুসলমান-দুর্বল
আংঙ্গেজা,আদিবাসী
আলীয়ারা,মুসলমান-দুর্বল
ফুর্তীবালা,হিন্দু
শচীন্দ্রনাথ,হিন্দু
নোবাহার,মুসলমান
জাহাননারা,মুসলমান
রুসবালা,হিন্দু
সান্তারানী,হিন্দু
বোদিনাথ,হিন্দু
সাবুচন্দ্র,হিন্দু
তাসনারা,মুসলমান
ফেলুবালা,হিন্দু
হব্বুর,মুসলমান-দুর্বল
শামীমরেজা,মুসলমান
তজিবুর,মুসলমান-দুর্বল
জেমারুল,মুসলমান-দুর্বল
রোজদুল,মুসলমান-দুর্বল
টুলিবালা,হিন্দু
উলমনি,মুসলমান-দুর্বল
দুর্গাচরন,হিন্দু
সনজাই,হিন্দু
মিতনজয়,হিন্দু
বেলিনুর,মুসলমান-দুর্বল
পাবেনুর,মুসলমান-দুর্বল
সইদুর,মুসলমান
আব্বাশ,মুসলমান
মতিবুর,মুসলমান-দুর্বল
কিশ্বনাথ,হিন্দু
স্বরেসতি,হিন্দু
রঞ্জনি,হিন্দু
মেরাতুন,মুসলমান
আকসারুল,মুসলমান-দুর্বল
আহমাদুল্লা,মুসলমান
আনুআরা,মুসলমান
কামনুর,মুসলমান-দুর্বল
এসারুল,মুসলমান-দুর্বল
তহরুল,মুসলমান-দুর্বল
চিকিমন,মুসলমান
জালেনুর,মুসলমান-দুর্বল
কালসন,খ্রিস্টান
নিহারবানু,মুসলমান
তোসরুল,মুসলমান-দুর্বল
জননেহার,মুসলমান
রুলিয়ারা,মুসলমান-দুর্বল
হাইউল,মুসলমান-দুর্বল
জুলমী,মুসলমান
বারিউল,মুসলমান-দুর্বল
সাবিয়ারা,মুসলমান-দুর্বল
মহস্বরি,হিন্দু
কুসনাথ,হিন্দু
শীবল,হিন্দু
টকিয়ারা,মুসলমান-দুর্বল
এনারুল,মুসলমান-দুর্বল
চেনুয়ারা,মুসলমান-দুর্বল
জাহাননুর,মুসলমান
মেনারুল,মুসলমান-দুর্বল
ফাতেনুর,মুসলমান-দুর্বল
মাইদুর,মুসলমান
জোবদুল,মুসলমান-দুর্বল
চঁান্দমোহাম্মদ,মুসলমান
জোহুরুল,মুসলমান-দুর্বল
তোফিজুল,মুসলমান
বাসিরুল,মুসলমান-দুর্বল
মোহাম্মোদ,মুসলমান
ইসারুল,মুসলমান-দুর্বল
সজেনুর,মুসলমান-দুর্বল
মাসিদুল,মুসলমান-দুর্বল
চঁাদবানু,মুসলমান
খরগেশ্বর,হিন্দু
নিশবালা,হিন্দু
হেমরং,আদিবাসী
মলং,আদিবাসী
ছরাউল,মুসলমান-দুর্বল
চরনদাশ,হিন্দু
ফলোরানী,হিন্দু
সুধিবালা,হিন্দু
মেফতাউল,মুসলমান-দুর্বল
মঞ্জুবালা,হিন্দু
তুশীল,হিন্দু
আহসানা,মুসলমান
শনতেস,খ্রিস্টান
অশন্তী,হিন্দু
নাথালিনা,হিন্দু
উদাসনি,হিন্দু
আন্দ্রিয়াস,হিন্দু
দাসসা,হিন্দু
বিষ্ণুপিয়া,হিন্দু
রতিন্দ্র,হিন্দু
নুরন্নবী,মুসলমান
চিরবালা,হিন্দু
মতিশ্বরী,হিন্দু
ধৈয্যশ্বরী,হিন্দু
মহিন্দ্রনাথ,হিন্দু
প্রশনজিত,হিন্দু
উনিবালা,হিন্দু
পানোবালা,হিন্দু
বিবিয়ানা,মুসলমান-দুর্বল
চন্দ্রশ্বরী,হিন্দু
পাউলুশ,মুসলমান-দুর্বল
চৌধুরানী,হিন্দু
রবীদাশী,হিন্দু
ভাগ্যরতি,হিন্দু
খিরবালা,হিন্দু
চনোশ্বরী,হিন্দু
বদ্দিশ্বর,হিন্দু
মহিশ্বর,হিন্দু
লাখবালা,হিন্দু
রুবীনাথ,হিন্দু
চেনটু,আদিবাসী
পুশনু,হিন্দু
চৌধরানী,হিন্দু
হরেন্দ্রনাথ,হিন্দু
বান্দোবালা,হিন্দু
ধীরোবালা,হিন্দু
ইসরাতজাহান,মুসলমান
দিনোরানী,হিন্দু
রবীচন্দ্র,হিন্দু
ভানুবালা,হিন্দু
ফুলোশ্বরি,হিন্দু
বুদিনাথ,হিন্দু
কুবিয়া,মুসলমান-দুর্বল
বিয়ারু,মুসলমান-দুর্বল
এতরিবালা,হিন্দু
নুরছুন,মুসলমান-দুর্বল
খাজনাথ,হিন্দু
শালোবালা,হিন্দু
গৌরপদ,হিন্দু
ফিরদুল,মুসলমান-দুর্বল
শওনাথ,হিন্দু
কেরক্যাটা,আদিবাসী
নূরছাদ,মুসলমান
বালান,হিন্দু
শ্রীনন্দন,হিন্দু
জয়নন্দ,হিন্দু
শিতেন্দ্র,হিন্দু
নয়নস্বরী,হিন্দু
নুরজমিলা,মুসলমান-দুর্বল
নীরাঞ্জন,হিন্দু
চেন্টু,আদিবাসী
শচীবালা,হিন্দু
কিশনো,হিন্দু
মোসনাথ,হিন্দু
সিতাবী,হিন্দু
শামিমাখাতুন,মুসলমান
মৌসুমীআরাখুশি,মুসলমান
ইদুল,মুসলমান
জগীন্দ্র,হিন্দু
বিশ্বরানী,হিন্দু
জিরবালা,হিন্দু
তারবালা,হিন্দু
